FREQ,Frequency,L_MEASURE,Measure,L_POSITION,Balance sheet position,L_INSTR,Type of instruments,L_DENOM,Currency denomination,L_CURR_TYPE,Currency type of reporting country,L_PARENT_CTY,Parent country,L_REP_BANK_TYPE,Type of reporting institutions,L_REP_CTY,Reporting country,L_CP_SECTOR,Counterparty sector,L_CP_COUNTRY,Counterparty country,L_POS_TYPE,Position type,TIME_FORMAT,Time Format,COLLECTION,Collection Indicator,ORG_VISIBILITY,Organisation visibility,Series,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO1,All currencies,U,Unclassified currency,5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO1:U:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,-1,-1,-1,,,-3,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-27,-33,-11,-25,-25,-26,-26,-25,-56,-43,-18,-24,-34,-27,-9,-9,-11,-5,-5,-4,-1,,-1,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,,0,0,,0,1,0,0,-1,0,-1,7.467,8.46,5.057,-0.481,1.521,-0.598,96.249,78.066,70.449,67.339,78.193,65.612,73.586,47.722,56.949,79.476,72.728,71.463,90.756,57.76,84.73,92.288,69.678,42.494,42.155,27.388,37,31.165,39.166,28.615,26.218,26.498,109.474,67.11,83.615,29.438,27.872,34.213,37.717,85.057,73.46,60.199,61.249,62.244
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,TO3,All currencies excl. core,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:TO3:A:5J:A:5A:A:JP:N,5451,6651,5834,5957,6329,5247,5751,6823,6094,6545,7438,8694,8365,8402,8152,8197,9157,7573,7861,9007,9879,5984,6658,5384,506,545,589,635,612,782,743,1242,989,1268,1066,1351,1713,2575,3267,3605,3635,4223,5561,4985,7479,7160,7014,6875,8980,10744,11502,11142,9492,9313,13876,15932,14681,16744,17371,18432,17988,15090,15221,14614,15243,14467,11670,15177,19807,17131,16594,17404,15324,17681,17330,17782,19493,21944,22616,24242,24110,19657,18720,17852,16777,18183,18910,19090,18606,20124,21825,18362,18638,15778,16552,16076,15226,15526,15840,13544,15169,15811,17363,18439,20374,22140,24014,23554,24259,22945,22373,22697,23693,23065,25241,23070,23979,26243,24226,25058,27940,31862,25363,25165,34574,34883,44799,44316,41482,37449,35884,40196,35690,30024.856,30628,35294,42825,40640.502,46624.531,47747.768,46982.576,41131.482,33289.713,40201.699,31698.176,35878.28,36550.598,34650.688,16070.335,16610.649,18309.316,20113.683,24008.877,26980.573,33068.649,30698.603,33555.112,37706.289,34997.43,35214.307,37020.693,37658.089,37852.412,38029.411,35506.818,31139.007,32316.333,32311.07,29927.416,31406.066,34585.197,43131.59,49718.907,41738.182,41026.846,39328.152,37601.425,43086.661,43376.354,45249.675,42005.971,49304.651
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,UN9,Unallocated currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:UN9:A:5J:A:5A:A:JP:N,5445,6647,5829,5952,6322,5236,5744,6815,6082,6525,7416,8683,8343,8385,8140,8184,9144,7554,7849,8979,9863,5967,6645,5368,392,401,451,506,480,653,609,1046,765,1118,834,1136,1520,2318,3038,3240,3303,3922,5135,4498,7015,6812,6638,6571,8600,10431,11048,10724,9117,8968,13414,15216,14399,15742,16102,16393,15835,13958,13707,12661,10662,12257,10933,12224,12732,13769,13682,15216,14146,15358,15960,15714,17951,19493,20087,21996,19694,15978,15300,14023,13038,14692,15154,15592,15118,16630,18725,15417,14647,12333,13462,12511,11976,12910,14247,12351,13027,13637,15268,15818,17520,20353,21461,21866,21855,20899,20789,21149,22164,21705,23583,21358,22421,25036,22796,23263,26224,29109,22416,22770,32601,33114,43095,42279,39606,35471,33556,37976,33217,27682.856,28732,33051,40809,38415.502,43946.504,44944.711,43878.907,37919.729,29368.013,36362.49,28646.869,32846.94,33147.644,30419.091,9019.287,9844.655,10877.066,12797.963,15838.86,15912.873,17619.419,17412.199,14665.412,19413.906,17466.592,16250.597,17637.527,17236.719,17650.71,17300.624,17420.128,16730.495,16594.071,17702.714,15138.774,15992.144,17250.852,20475.278,25314.596,20202.49,18259.49,17687.051,17483.894,19308.239,18861.509,17127.824,16180.101,16866.294
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,UN9,Unallocated currencies,U,Unclassified currency,5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:UN9:U:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,,,,,,,,,,-1,-1,-1,,,-3,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,-1,,,,,,-27,-33,-11,-25,-25,-26,-26,-25,-56,-43,-18,-24,-34,-27,-9,-9,-11,-5,-5,-4,-1,,-1,-2,-1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,,0,0,,0,1,0,0,-1,0,-1,7.467,8.46,5.057,-0.481,1.521,-0.598,96.249,78.066,70.449,67.339,78.193,65.612,73.586,47.722,56.949,79.476,72.728,71.463,90.756,57.76,84.73,92.288,69.678,42.494,42.155,27.388,37,31.165,39.166,28.615,26.218,26.498,109.474,67.11,83.615,29.438,27.872,34.213,37.717,85.057,73.46,60.199,61.249,62.244
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,A,All instruments,USD,US dollar,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:A:USD:A:5J:A:5A:A:JP:N,22446,22985,23586,24335,28550,30170,31186,38095,40289,46057,47672,50388,55088,60363,59611,63053,65125,68135,61016,60391,60451,63118,60357,66545,88327,92574,86577,95295,93381,99614,93140,104349,106057,120133,130811,164808,208091,211928,260955,278468,304234,356615,373880,389687,450715,502336,468995,509529,537071,549309,547470,560493,588398,560343,560301,557904,519719,478349,462988,459009,461645,433940,431749,437079,419651,406741,428038,427281,428786,425173,455616,445572,436271,421600,420897,417786,417456,424919,431181,411772,428537,341556,319948,317272,323381,259650,213753,212099,220405,191922,199273,201683,220709,225916,208245,200908,219669,201929,193731,213929,224245,228667,230713,217742,222943,218442,241951,240642,258315,217384,212374,220180,242978,218197,237001,251768,252123,231856,221024,208174,203496,243518,210413,210365,214661,262531.5,287263,305566,293706,311963,322721,360746,382807,391283.614,384956,389215,426661,482666.862,480164.416,512126.552,530423.755,493632.65,447815.219,470845.636,491723.393,492095.118,507185.632,517518.379,539116.515,556009.944,551787.716,562731.763,612568.672,621113.915,633470.969,628009.229,659447.358,646152.14,635144.146,658395.701,628638.17,583109.531,577187.01,585752.64,583368.508,566449.698,578650.975,601627.385,663945.89,683833.034,682100.434,726476.581,725368.262,697235.961,704337.931,708071.733,718553.426,698014.695,688086.445,700159.728,678609.412,602827.186
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,CHF,Swiss franc,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:CHF:A:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13645,12547,11625,12273,11348,7828,7299,5943,9007,6462,5553,4886,4019,2232,3441,3341,2460,1543,1380,1954,1614,1757,1203,1347,1023,1006,1184,1248,1476,1451,1936,1815,1613,1637,1526,905,1401,1324,1391,1347,2048,1597,2166,1643,1485,1779,1380,1632,1524,2239,1685,1413,1276,1533,608,3412,2082,1761,1310,1070,1185,960.066,1002,695,571,606.975,498.359,426.688,432.219,368.247,228.076,265.524,1014.594,1590.157,1947.987,1927.53,864.813,955.117,777.214,921.123,981.346,774.152,811.702,929.787,1173.1,1130.333,769.675,798.971,721.636,770.519,812.375,814.555,896.559,678.265,586.808,652.283,670.183,798.709,1270.916,739.559,988.85,830.638,791.748,736.292,748.454,739.341,735.503,725.134,725.202,722.178
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,EUR,Euro,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:EUR:A:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59058,57825,53006,50150,46878,48028,44956,46362,51634,45068,45552,45793,40148,38661,36919,41793,32832,33773,35083,38000,41528,46296,44058,46373,46184,39711,41992,45937,69537,78597,100412,83072,67246,66676,66783,71801,90528,65409,68119,67490,73597,70300,78294,72697,73474,73367,67649,67527,75361,84144,75903,64932,72325,60648,86957,85164,85013,73382,73890,83162,71698,75747.294,65805,57814,61252,76110.084,69372.241,83224.918,106593.455,119227.63,117158.304,138908.997,134639.299,122072.277,112712.986,108632.906,103437.059,102968.59,96730.333,99213.802,92936.941,97214.472,98462.631,105670.61,106211.524,93290.869,102838.105,97996.083,101916.569,112279.882,114698.257,107111.895,107417.318,128200.637,133073.343,128478.718,127775.146,134945.79,133910.827,144998.3,169969.541,175950.986,181958.279,168167.275,154836.723,152492.15,126535.593,114613.743,118404.468,111087.829
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,GBP,Pound (sterling),A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:GBP:A:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17356,16009,13901,15737,17034,19190,21755,19201,19544,24166,21335,23049,20266,15770,14873,13406,13680,14728,11494,11152,10416,9722,11246,11769,11770,10275,9156,10335,11404,10110,9982,10776,10548,13351,11863,12058,12760,9873,11310,11397,10921,10622,10950,10257,11128,9469,9693,12882,10470,14940,11845,8408,8414,9226,11210,6444,6601,5489,6977,8491,6883,6367.117,8825,11752,10179,9381.112,17258.419,15501.485,16543.958,13908.322,10931.664,12031.147,9473.201,10387.569,11371.776,11269.7,12064.659,9609.847,10936.465,9545.976,7540.341,8381.492,10632.677,9444.04,9953.19,12796.673,11100.942,11451.234,11365.458,11473.029,10378.362,9823.034,9301.262,9188.83,8311.364,7244.709,7580.47,7500.81,5728.68,4745.23,3414.634,2968.346,3578.486,6181.449,6102.453,4378.354,4659.032,2552.964,2931.952,2610.345
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,JPY,Yen,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:JPY:A:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456750,419472,394890,393678,391401,365896,404599,362723,337141,312943,291445,282714,368178,271154,260401,267316,285167,252039,249429,219399,229861,198768,194040,191665,179144,158369,212543,191131,204492,190386,213688,215740,213702,231177,242099,239214,255607,206354,223552,195325,180025,184778,168343,168457,147875,168019,164423,196944,215849,300493,227421,238624,240909,170408.5,220044,220510,193421,186964,201463,238110,248718,220847.053,205758,271050,286578,286569.104,267401.365,261898.129,239734.383,240514,220993.096,259780.219,245151.091,272353.945,305212.361,312901.021,317703.077,304618.647,299764.98,308985.355,305845.42,380082.529,408753.628,444772.247,406675.706,397645.039,382490.716,459867.209,417679.024,512531.791,515631.533,533689.23,469594.088,518376.034,530740.479,582025.032,482679.415,649396.228,614117.805,693289.666,593136.195,633494.603,566113.102,545544.569,450824.225,591793.304,595037.449,562278.544,581395.58,689964.394
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",5A,All reporting countries,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:TO1:A:5J:A:5A:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989493,936178,903107,899034,895263,878545,924590,843589,840384,723780,679342,669932,741760,576249,522572,530273,543972,485996,486350,457197,488205,461940,445992,438325,444759,398665,444234,446705,495630,497924,540884,516027,506703,536765,571988,572061,628001,507910,524319,508435,523178,497340,511872,517080,496936,496841,476297,500390,521747,665201,543780,537610,549089,516126,623150,635559,596561,593374,618615,704626,728214,708267,679673,741294,800284,865131,849472.817,888719.895,914040.919,883292.766,809427.193,895296.551,890115.685,910895.5,952180.727,961423.801,966736.891,968724.736,955748.372,979174.188,1012772.171,1107648.206,1150918.875,1185618.407,1174163.045,1155257.909,1130441.027,1225921.863,1150996.707,1213295.3,1210402.2,1229653.735,1155718.318,1205590.681,1233996.117,1296455.366,1254542.626,1445459.546,1405491.144,1532938.254,1454368.663,1472092.43,1426371.047,1406485.698,1303986.743,1422055.285,1380178.156,1335681.054,1346476.032,1380069.138
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",AT,Austria,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:TO1:A:5J:A:AT:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192,184,73,368,373,103,221,515,118,343,87,111,235,126,211,101,92,84,94,63.53,70.956,86.624,52.923,53.761,103.209,154.283,76.908,74.72,124.184,273.485,43.51,107.675,89.054,49.296,140.161,143.297,63.843,62.991,86.763,92.691,82.14,60.44,53.071,167.018,68.741,118.381,292.668,233.563,50.56,268.58,93.929,353.146,398.815,378.56,394.267,98.077,144.271,155.795,124.899,393.598,377.856,115.483,218.586
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",AU,Australia,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:TO1:A:5J:A:AU:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,1119,747,676,918,773,451,283,457,920,651,917,1310,703,1068,1101,1219,1234,1232,892,1981,2018,2267,2589,2477,4883,3267,3320,3669,3052,2057,1864,798,442,505,679,721,873,1058,929,1348,2586,1151,1110,3535,1678,2333,1618,1415,1494,2083,1707,903,1159,1379,1851,2099,3062,3123.514,1578.925,2778.417,3387.261,3680.874,2842.565,3226.196,1408.549,5337.919,2550.315,5845.821,3989.752,5900.26,4906.332,9005.916,8202.925,7552.07,6526.044,7440.886,5092.952,5767.77,7079.472,11932.406,12691.506,13312.582,11987.752,11104.876,12477.977,15218.089,17763.581,19309.263,19075.522,19363.237,24276.893,25703.897,16802.175,16904.245,19478.155,16650.571,13119.573,17669.041,13240.545,16831.519,18806.819
Q,Quarterly,S,Amounts outstanding / Stocks,C,Total claims,G,Loans and deposits,TO1,All currencies,A,All currencies (=D+F+U),5J,All countries (total),A,"All reporting banks/institutions (domestic, foreign, consortium and unclassified)",BE,Belgium,A,All sectors,JP,Japan,N,Cross-border,,,E,End of period,,,Q:S:C:G:TO1:A:5J:A:BE:A:JP:N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29708,40664,36347,38198,36481,31620,43402,42940,26706,22753,22877,23601,19515,11619,2280,2902,2133,2148,3411,1345,1240,883,1393,1127,1603,1072,1569,1034,1132,5542,4903,4099,3516,3635,2846,2077,2918,3124,2756,2628,2934,3279,3658,3956,2353,2515,2464,2075,2464,1941,2858,3257,7754,6101,5786,7271,5731,3211,4307,9057,5568,5701,5105,5605,6362,6851,8397,8015,7546,7410,8140,10820,8919.412,7896.377,12330.862,8851.444,11135.129,10684.757,12761.435,9589.649,3893.989,11530.87,9259.639,15760.908,13248.997,13200.902,6776.501,4432.044,5319.467,3970.334,5840.695,6897.777,5761.449,6289.45,5302.391,5358.169,7770.686,5493.867,6853.207,7485.452,5917.148,7091.56,9956.897,7758.664,5321.379,12267.528,9706.988,9289.773,6929.029,12189.52
